OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,ItemsInCart,ReferralSource,CustomerRating,TotalPrice
ORD000457,2023-01-20 00:00:00,C45247,Printer,1.0,791.1147758097758,143 Main St,Gift Card,Shipped,,Instagram,3.5775161856715747,791.1147758097758
ORD000458,2023-01-20 01:00:00,C72752,Phone,1.0,926.2538242484637,227 Main St,Gift Card,Shipped,9.0,Instagram,,926.2538242484637
ORD000459,2023-01-20 02:00:00,C66573,Chair,4.0,718.3025903995438,975 Main St,Credit Card,Delivered,9.0,Instagram,1.9541097572698414,2873.210361598175
ORD000460,2023-01-20 03:00:00,C69101,Phone,4.0,1251.6280265361092,257 Main St,Online,Cancelled,2.0,Google,2.8480871358409643,5006.512106144437
ORD000461,2023-01-20 04:00:00,C36646,Monitor,,1252.8659377404222,884 Main St,Online,Shipped,2.0,Referral,1.7528375058173817,1252.8659377404222
ORD000462,2023-01-20 05:00:00,C33049,Monitor,3.0,10306.613899620781,926 Main St,Cash,Shipped,3.0,Email,3.3399759140980363,30919.841698862343
ORD000463,2023-01-20 06:00:00,C89605,Laptop,5.0,202.8319972248703,493 Main St,Online,Pending,7.0,Facebook,2.938166924089076,1014.1599861243515
ORD000464,2023-01-20 07:00:00,C78385,Monitor,5.0,1266.3380997609,966 Main St,Online,Pending,3.0,Instagram,,6331.6904988045
ORD000465,2023-01-20 08:00:00,C50158,Tablet,1.0,1022.9688217727193,951 Main St,Gift Card,Shipped,1.0,Email,,1022.9688217727193
ORD000466,2023-01-20 09:00:00,C75417,Phone,1.0,1060.6850407062343,611 Main St,Debit Card,Delivered,6.0,Google,3.069007301754574,1060.6850407062343
ORD000467,2023-01-20 10:00:00,C33289,Monitor,1.0,576.3251185856138,144 Main St,Online,Shipped,,Email,,576.3251185856138
ORD000468,2023-01-20 11:00:00,C19823,Chair,3.0,1324.9553564276598,207 Main St,Online,Delivered,1.0,Instagram,4.526141192046726,3974.8660692829794
ORD000469,2023-01-20 12:00:00,C70160,Printer,4.0,1101.7888203405432,318 Main St,Credit Card,Pending,4.0,Referral,2.3729987632223697,4407.155281362173
ORD000470,2023-01-20 13:00:00,C51975,Printer,1.0,1183.1719094867592,542 Main St,Cash,Shipped,1.0,Email,,1183.1719094867592
ORD000471,2023-01-20 14:00:00,C19540,Laptop,1.0,641.2781498889359,929 Main St,Credit Card,Cancelled,1.0,Instagram,3.8066254749793753,641.2781498889359
ORD000472,2023-01-20 15:00:00,C26364,Printer,,1335.2515248422055,414 Main St,Gift Card,Shipped,2.0,Instagram,4.064690357188724,1335.2515248422055
ORD000473,2023-01-20 16:00:00,C14611,Phone,3.0,118.43521746119954,276 Main St,Debit Card,Delivered,8.0,Facebook,,355.3056523835986
ORD000474,2023-01-20 17:00:00,C37663,Laptop,1.0,1444.0540984809718,327 Main St,Cash,Delivered,2.0,Facebook,1.9109757593362207,1444.0540984809718
ORD000475,2023-01-20 18:00:00,C61991,Phone,2.0,1034.7857240633662,802 Main St,Credit Card,Returned,2.0,Referral,2.6269622153644594,2069.5714481267323
ORD000476,2023-01-20 19:00:00,C67679,Chair,5.0,965.4951675828961,771 Main St,Online,Shipped,8.0,Facebook,1.0969034496511973,4827.4758379144805
ORD000477,2023-01-20 20:00:00,C40977,Laptop,1.0,442.3109219075875,366 Main St,Online,Shipped,6.0,Referral,4.675022707473397,442.3109219075875
ORD000478,2023-01-20 21:00:00,C59115,Desk,1.0,410.74809367180677,969 Main St,Cash,Shipped,,Google,2.548057063864498,410.74809367180677
ORD000479,2023-01-20 22:00:00,C98223,Tablet,2.0,1415.9844182584634,937 Main St,Online,Returned,3.0,Google,,2831.968836516927
ORD000480,2023-01-20 23:00:00,C70890,Tablet,3.0,482.495058639478,478 Main St,Credit Card,Cancelled,1.0,Facebook,4.045797683229651,1447.485175918434
ORD000481,2023-01-21 00:00:00,C76387,Phone,1.0,1174.4826802425491,588 Main St,Credit Card,Delivered,3.0,Google,,1174.4826802425491
ORD000482,2023-01-21 01:00:00,C28071,Printer,5.0,620.0266074002648,801 Main St,Online,Shipped,9.0,Email,3.6407531113703038,3100.133037001324
ORD000483,2023-01-21 02:00:00,C69275,Desk,1.0,251.91840263782078,786 Main St,Online,Pending,5.0,Email,,251.91840263782078
ORD000484,2023-01-21 03:00:00,C82369,Laptop,5.0,65.53718165827047,389 Main St,Gift Card,Pending,6.0,Email,,327.68590829135235
ORD000485,2023-01-21 04:00:00,C21938,Desk,4.0,839.1731386721136,456 Main St,Debit Card,Delivered,5.0,Google,,3356.6925546884545
ORD000486,2023-01-21 05:00:00,C45195,Desk,4.0,1464.8792868959524,756 Main St,Cash,Shipped,1.0,Email,4.664300194771268,5859.51714758381
ORD000487,2023-01-21 06:00:00,C14000,Printer,5.0,585.2474810233465,843 Main St,Credit Card,Shipped,1.0,Referral,2.9999207042854996,2926.2374051167326
ORD000488,2023-01-21 07:00:00,C80588,Laptop,3.0,567.928884289915,971 Main St,Cash,Delivered,4.0,Instagram,3.6778835952464233,1703.786652869745
ORD000489,2023-01-21 08:00:00,C48304,Chair,1.0,548.932845881691,303 Main St,Gift Card,Cancelled,3.0,Facebook,2.1237913031988027,548.932845881691
ORD000490,2023-01-21 09:00:00,C79449,Printer,1.0,804.7885640920447,312 Main St,Credit Card,Shipped,8.0,Referral,3.0918178207404727,804.7885640920447
ORD000491,2023-01-21 10:00:00,C92986,Desk,4.0,688.9640809652257,651 Main St,Gift Card,Delivered,7.0,Email,2.400400552844759,2755.8563238609026
ORD000492,2023-01-21 11:00:00,C99643,Desk,5.0,1325.876208754171,886 Main St,Gift Card,Shipped,7.0,Instagram,,6629.381043770855
ORD000493,2023-01-21 12:00:00,C30764,Chair,1.0,783.0051479990609,422 Main St,Online,Cancelled,8.0,Facebook,1.987875391880849,783.0051479990609
ORD000494,2023-01-21 13:00:00,C96027,Desk,1.0,786.2488653734248,693 Main St,Cash,Delivered,7.0,Referral,2.636027593973602,786.2488653734248
ORD000495,2023-01-21 14:00:00,C48494,Desk,3.0,250.63881234480706,280 Main St,Cash,Shipped,2.0,Facebook,3.6401204425200917,751.9164370344212
ORD000496,2023-01-21 15:00:00,C13373,Desk,2.0,1474.9723343200596,598 Main St,Online,Delivered,4.0,Google,1.888175104268436,2949.9446686401193
ORD000497,2023-01-21 16:00:00,C22161,Tablet,4.0,412.460691759803,419 Main St,Cash,Shipped,6.0,Email,4.8617759475094005,1649.842767039212
ORD000498,2023-01-21 17:00:00,C37350,Printer,4.0,156.37789781642385,182 Main St,Online,Shipped,3.0,Referral,,625.5115912656954
ORD000499,2023-01-21 18:00:00,C35351,Monitor,2.0,1011.5620610140528,402 Main St,Credit Card,Pending,3.0,Referral,2.9208288308857453,2023.1241220281056
ORD000500,2023-01-21 19:00:00,C98668,Printer,1.0,913.2812367274654,361 Main St,Gift Card,Shipped,6.0,Instagram,1.3401128654213976,913.2812367274654
ORD000501,2023-01-21 20:00:00,C25305,Chair,3.0,651.9611982894813,883 Main St,Gift Card,Shipped,1.0,Instagram,,1955.883594868444
ORD000502,2023-01-21 21:00:00,C85353,Desk,,662.1787391269831,299 Main St,Cash,Shipped,1.0,Instagram,4.690709278793454,662.1787391269831
ORD000503,2023-01-21 22:00:00,C86797,Printer,4.0,1188.3426855173252,339 Main St,Debit Card,Shipped,5.0,Facebook,4.2415391758025365,4753.370742069301
ORD000504,2023-01-21 23:00:00,C75953,Tablet,3.0,333.7833281444911,791 Main St,Gift Card,Shipped,1.0,Email,3.7766214925022332,1001.3499844334733
ORD000505,2023-01-22 00:00:00,C67458,Chair,2.0,1239.3673124700902,782 Main St,Online,Shipped,8.0,Facebook,4.460763252599779,2478.7346249401803
ORD000506,2023-01-22 01:00:00,C30358,Phone,1.0,990.6833151477763,394 Main St,Debit Card,Delivered,2.0,Email,4.211393691878914,990.6833151477763
ORD000507,2023-01-22 02:00:00,C13267,Printer,2.0,657.5061719803103,611 Main St,Debit Card,Shipped,6.0,Referral,3.588950883945569,1315.0123439606207
ORD000508,2023-01-22 03:00:00,C92745,Phone,5.0,714.1414940466095,788 Main St,Gift Card,Cancelled,5.0,Facebook,4.389369303073477,3570.7074702330474
ORD000509,2023-01-22 04:00:00,C99588,Desk,4.0,422.1384504198389,980 Main St,Gift Card,Shipped,,Facebook,2.563202213840421,1688.5538016793555
ORD000510,2023-01-22 05:00:00,C48513,Tablet,3.0,1140.5657824106136,495 Main St,Gift Card,Shipped,1.0,Facebook,3.2110073329405044,3421.6973472318405
ORD000511,2023-01-22 06:00:00,C36092,Tablet,5.0,793.6683763426382,848 Main St,Online,Shipped,3.0,Google,4.105242611914583,3968.341881713191
ORD000512,2023-01-22 07:00:00,C21338,Printer,3.0,515.2390869872731,237 Main St,Debit Card,Pending,4.0,Email,1.3391920649853866,1545.7172609618194
ORD000513,2023-01-22 08:00:00,C10412,Chair,1.0,914.2726678533778,938 Main St,Cash,Delivered,,Email,,914.2726678533778
ORD000514,2023-01-22 09:00:00,C17543,Chair,1.0,1493.8149554744184,977 Main St,Online,Cancelled,2.0,Facebook,1.6273218227864201,1493.8149554744184
ORD000515,2023-01-22 10:00:00,C43496,Tablet,1.0,681.1303055020031,922 Main St,Credit Card,Shipped,2.0,Google,4.4581650115901565,681.1303055020031
ORD000516,2023-01-22 11:00:00,C70692,Chair,3.0,1385.0025311289983,228 Main St,Gift Card,Pending,1.0,Facebook,2.245331486531708,4155.007593386995
ORD000517,2023-01-22 12:00:00,C99084,Tablet,5.0,550.2744178906208,148 Main St,Debit Card,Shipped,2.0,Email,2.307131383876874,2751.3720894531043
ORD000518,2023-01-22 13:00:00,C54425,Printer,1.0,129.36242504122953,775 Main St,Online,Shipped,6.0,Referral,1.295794759478805,129.36242504122953
ORD000519,2023-01-22 14:00:00,C48756,Monitor,5.0,346.1510542342219,888 Main St,Credit Card,Delivered,3.0,Google,4.543598495582998,1730.7552711711094
ORD000520,2023-01-22 15:00:00,C28888,Tablet,3.0,657.1079578251421,392 Main St,Online,Shipped,5.0,Google,1.6980416095634783,1971.3238734754264
ORD000521,2023-01-22 16:00:00,C45735,Phone,5.0,368.47064646212505,727 Main St,Online,Returned,1.0,Facebook,3.520199608148061,1842.3532323106251
ORD000522,2023-01-22 17:00:00,C57295,Chair,3.0,50.32920541647053,635 Main St,Cash,Shipped,,Referral,3.5758703970140893,150.9876162494116
ORD000523,2023-01-22 18:00:00,C93042,Tablet,3.0,1376.7522297339144,410 Main St,Cash,Returned,4.0,Email,2.1246060136585836,4130.256689201743
ORD000524,2023-01-22 19:00:00,C95999,Tablet,4.0,1273.625146284847,636 Main St,Online,Delivered,9.0,Instagram,4.942643829827217,5094.500585139388
ORD000525,2023-01-22 20:00:00,C27955,Printer,3.0,1126.3237356560733,738 Main St,Credit Card,Delivered,4.0,Email,1.2566648724443397,3378.97120696822
ORD000526,2023-01-22 21:00:00,C47841,Chair,3.0,293.33116368674155,333 Main St,Debit Card,Shipped,2.0,Email,3.4314880439660733,879.9934910602246
ORD000527,2023-01-22 22:00:00,C80640,Monitor,2.0,224.52718550447977,308 Main St,Debit Card,Shipped,3.0,Referral,,449.05437100895955
ORD000528,2023-01-22 23:00:00,C75510,Printer,1.0,148.02688673495555,704 Main St,Gift Card,Returned,5.0,Google,1.9819364285890986,148.02688673495555
ORD000529,2023-01-23 00:00:00,C44911,Monitor,4.0,1099.8423237207357,193 Main St,Gift Card,Shipped,6.0,Email,1.6542068452917857,4399.369294882943
ORD000530,2023-01-23 01:00:00,C69031,Printer,4.0,1396.7715429974337,426 Main St,Debit Card,Delivered,7.0,Google,,5587.086171989735
ORD000531,2023-01-23 02:00:00,C98726,Chair,4.0,674.2769403239037,324 Main St,Online,Returned,4.0,Referral,4.665259497924746,2697.1077612956146
ORD000532,2023-01-23 03:00:00,C17357,Laptop,2.0,222.75397439426985,989 Main St,Online,Shipped,7.0,Referral,1.4301850478188896,445.5079487885397
ORD000533,2023-01-23 04:00:00,C42479,Chair,3.0,792.9695900615545,891 Main St,Cash,Delivered,3.0,Facebook,1.7759208484240219,2378.908770184664
ORD000534,2023-01-23 05:00:00,C71476,Chair,1.0,555.8062658150137,110 Main St,Cash,Delivered,,Instagram,4.945078989182262,555.8062658150137
ORD000535,2023-01-23 06:00:00,C54811,Monitor,5.0,593.4961403074967,428 Main St,Gift Card,Shipped,4.0,Referral,1.0600906969514985,2967.4807015374836
ORD000536,2023-01-23 07:00:00,C46208,Monitor,3.0,950.9294050257755,111 Main St,Debit Card,Shipped,,Referral,3.033007878611693,2852.7882150773266
ORD000537,2023-01-23 08:00:00,C30150,Chair,2.0,1092.1412642301934,134 Main St,Online,Shipped,9.0,Google,3.064451400327257,2184.282528460387
ORD000538,2023-01-23 09:00:00,C81180,Chair,3.0,210.37521836608323,546 Main St,Debit Card,Shipped,7.0,Referral,,631.1256550982497
ORD000539,2023-01-23 10:00:00,C53286,Chair,3.0,101.60583466939076,551 Main St,Credit Card,Cancelled,8.0,Email,3.6521155217746433,304.81750400817225
ORD000540,2023-01-23 11:00:00,C78450,Monitor,2.0,1491.7789388942865,839 Main St,Debit Card,Shipped,,Facebook,,2983.557877788573
ORD000541,2023-01-23 12:00:00,C31352,Chair,4.0,387.45610592755014,319 Main St,Credit Card,Returned,2.0,Facebook,2.8008557238263085,1549.8244237102006
ORD000542,2023-01-23 13:00:00,C65069,Chair,4.0,128.05426111726567,540 Main St,Cash,Shipped,9.0,Email,3.997678021604762,512.2170444690627
ORD000543,2023-01-23 14:00:00,C24397,Desk,1.0,325.31922718908396,752 Main St,Cash,Delivered,6.0,Referral,3.584281037085833,325.31922718908396
ORD000544,2023-01-23 15:00:00,C51555,Laptop,1.0,106.48887720527313,634 Main St,Gift Card,Delivered,4.0,Instagram,2.8917674541668594,106.48887720527313
ORD000545,2023-01-23 16:00:00,C56959,Phone,4.0,618.125797194899,694 Main St,Debit Card,Shipped,5.0,Referral,,2472.503188779596
ORD000546,2023-01-23 17:00:00,C10728,Laptop,5.0,1213.4825874544201,328 Main St,Debit Card,Shipped,,Facebook,3.966999219829101,6067.412937272101
ORD000547,2023-01-23 18:00:00,C60517,Desk,3.0,544.804452148695,443 Main St,Credit Card,Cancelled,7.0,Instagram,2.453005788485852,1634.413356446085
ORD000548,2023-01-23 19:00:00,C76234,Phone,5.0,694.0659399736315,179 Main St,Cash,Pending,9.0,Google,1.8979787536096837,3470.3296998681576
ORD000549,2023-01-23 20:00:00,C49954,Printer,3.0,1029.6008216727862,452 Main St,Credit Card,Shipped,7.0,Google,4.793074599152682,3088.802465018359
ORD000550,2023-01-23 21:00:00,C57280,Chair,4.0,787.8964016013263,495 Main St,Cash,Shipped,,Referral,4.0940110781886485,3151.585606405305
ORD000551,2023-01-23 22:00:00,C89459,Desk,1.0,1299.09624473092,389 Main St,Credit Card,Shipped,4.0,Referral,4.849074726707746,1299.09624473092
ORD000552,2023-01-23 23:00:00,C26779,Printer,1.0,1305.751728816347,554 Main St,Cash,Shipped,4.0,Instagram,2.02486772866236,1305.751728816347
ORD000553,2023-01-24 00:00:00,C73932,Chair,5.0,64.37050846217278,942 Main St,Credit Card,Delivered,6.0,Instagram,4.343173310311549,321.8525423108639
ORD000554,2023-01-24 01:00:00,C82936,Monitor,1.0,1178.1671444006388,770 Main St,Cash,Pending,8.0,Referral,3.4308856170478768,1178.1671444006388
ORD000555,2023-01-24 02:00:00,C34466,Tablet,4.0,718.0637203504272,227 Main St,Credit Card,Shipped,9.0,Facebook,4.9260147572128785,2872.2548814017086
ORD000556,2023-01-24 03:00:00,C46939,Desk,5.0,1483.8187848903115,801 Main St,Debit Card,Returned,1.0,Google,4.785267782454629,7419.0939244515575
ORD000557,2023-01-24 04:00:00,C79896,Monitor,3.0,750.686510019381,642 Main St,Gift Card,Shipped,1.0,Instagram,4.891872179770809,2252.059530058143
ORD000558,2023-01-24 05:00:00,C45270,Desk,1.0,1480.9991208130314,997 Main St,Credit Card,Delivered,8.0,Facebook,4.807070473359768,1480.9991208130314
ORD000559,2023-01-24 06:00:00,C69163,Desk,,8834.077953039992,458 Main St,Gift Card,Shipped,7.0,Referral,,8834.077953039992
ORD000560,2023-01-24 07:00:00,C92637,Monitor,1.0,410.47708268929415,626 Main St,Debit Card,Shipped,9.0,Email,3.9643416406027576,410.47708268929415
ORD000561,2023-01-24 08:00:00,C61934,Phone,3.0,830.6727199660886,412 Main St,Debit Card,Shipped,3.0,Instagram,2.087738244838567,2492.018159898266
ORD000562,2023-01-24 09:00:00,C74895,Laptop,5.0,1488.596677243945,174 Main St,Cash,Shipped,5.0,Email,,7442.983386219725
ORD000563,2023-01-24 10:00:00,C42307,Chair,3.0,11569.488836824532,645 Main St,Gift Card,Cancelled,3.0,Facebook,4.922444805015635,34708.4665104736
ORD000564,2023-01-24 11:00:00,C64098,Desk,2.0,191.1819959972706,970 Main St,Online,Cancelled,5.0,Google,1.1574375627950353,382.3639919945412
ORD000565,2023-01-24 12:00:00,C70921,Chair,4.0,1074.2393953744943,295 Main St,Cash,Shipped,,Facebook,,4296.957581497977
ORD000566,2023-01-24 13:00:00,C15486,Tablet,1.0,551.0903995126789,942 Main St,Gift Card,Pending,4.0,Google,3.9398126324670772,551.0903995126789
ORD000567,2023-01-24 14:00:00,C18335,Monitor,5.0,60.12427972650477,128 Main St,Credit Card,Shipped,6.0,Facebook,,300.62139863252384
ORD000568,2023-01-24 15:00:00,C96900,Chair,4.0,635.0474050891494,805 Main St,Credit Card,Cancelled,,Instagram,1.9004877482685698,2540.1896203565975
ORD000569,2023-01-24 16:00:00,C99112,Monitor,3.0,390.3939115012084,115 Main St,Debit Card,Shipped,7.0,Instagram,1.241382021607524,1171.1817345036252
ORD000570,2023-01-24 17:00:00,C21130,Chair,5.0,1237.3604422546837,522 Main St,Online,Shipped,8.0,Email,1.3756794286723024,6186.802211273418
ORD000571,2023-01-24 18:00:00,C97508,Laptop,4.0,539.1293828263599,688 Main St,Credit Card,Shipped,1.0,Facebook,3.626999643393446,2156.5175313054397
ORD000572,2023-01-24 19:00:00,C70566,Laptop,5.0,1249.9093562330347,904 Main St,Gift Card,Delivered,4.0,Facebook,,6249.546781165173
ORD000573,2023-01-24 20:00:00,C76703,Laptop,2.0,50.8670113104532,692 Main St,Gift Card,Delivered,4.0,Email,1.1202889099277837,101.7340226209064
ORD000574,2023-01-24 21:00:00,C37192,Laptop,2.0,496.33776753787276,504 Main St,Credit Card,Shipped,,Referral,4.878647035011063,992.6755350757455
ORD000575,2023-01-24 22:00:00,C11062,Laptop,1.0,399.6895607462548,735 Main St,Gift Card,Shipped,4.0,Facebook,3.6241834779552202,399.6895607462548
ORD000576,2023-01-24 23:00:00,C94076,Laptop,1.0,388.6726735494859,630 Main St,Gift Card,Shipped,9.0,Facebook,,388.6726735494859
ORD000577,2023-01-25 00:00:00,C99780,Monitor,2.0,148.87059865992092,713 Main St,Debit Card,Delivered,,Facebook,2.0908969465056932,297.74119731984183
ORD000578,2023-01-25 01:00:00,C31545,Desk,5.0,321.3301920952275,176 Main St,Online,Delivered,2.0,Referral,3.632395539230013,1606.6509604761377
ORD000579,2023-01-25 02:00:00,C31689,Chair,2.0,855.5468763341488,328 Main St,Debit Card,Shipped,1.0,Instagram,2.456671451530851,1711.0937526682976
ORD000580,2023-01-25 03:00:00,C21174,Laptop,1.0,472.4735556147295,396 Main St,Online,Shipped,,Email,3.809976650649958,472.4735556147295
ORD000581,2023-01-25 04:00:00,C98461,Monitor,2.0,655.2224343772646,609 Main St,Gift Card,Cancelled,1.0,Referral,3.7302876812270567,1310.4448687545291
ORD000582,2023-01-25 05:00:00,C19348,Monitor,2.0,596.4569765034233,814 Main St,Online,Shipped,6.0,Google,1.3709751804965173,1192.9139530068467
ORD000583,2023-01-25 06:00:00,C33714,Monitor,5.0,1320.0621412498472,672 Main St,Gift Card,Shipped,2.0,Google,,6600.310706249236
ORD000584,2023-01-25 07:00:00,C48102,Desk,4.0,1362.6835485652475,637 Main St,Gift Card,Shipped,,Referral,2.947897006406725,5450.73419426099
ORD000585,2023-01-25 08:00:00,C84460,Chair,1.0,764.787608900997,682 Main St,Debit Card,Shipped,6.0,Referral,2.5717797558662157,764.787608900997
ORD000586,2023-01-25 09:00:00,C99930,Desk,5.0,2728.7460877097674,714 Main St,Debit Card,Delivered,5.0,Instagram,4.821848574515114,13643.730438548837
ORD000587,2023-01-25 10:00:00,C16801,Phone,2.0,204.86102080342727,425 Main St,Cash,Delivered,,Google,2.7528371244448464,409.72204160685453
ORD000588,2023-01-25 11:00:00,C82267,Printer,2.0,1432.4341751040376,462 Main St,Credit Card,Shipped,3.0,Email,3.884883667612258,2864.8683502080753
ORD000589,2023-01-25 12:00:00,C58136,Monitor,,137.3290701054313,768 Main St,Cash,Cancelled,,Facebook,,137.3290701054313
ORD000590,2023-01-25 13:00:00,C33625,Phone,1.0,481.5929024740066,974 Main St,Cash,Shipped,2.0,Facebook,1.6605603923322265,481.5929024740066
ORD000591,2023-01-25 14:00:00,C92873,Tablet,1.0,482.19599169650604,458 Main St,Online,Pending,7.0,Instagram,,482.19599169650604
ORD000592,2023-01-25 15:00:00,C82592,Laptop,3.0,514.5818649033116,805 Main St,Gift Card,Delivered,3.0,Instagram,2.8544172891635466,1543.7455947099347
ORD000593,2023-01-25 16:00:00,C87052,Printer,1.0,288.21592274499346,886 Main St,Gift Card,Delivered,1.0,Google,2.579130289669234,288.21592274499346
ORD000594,2023-01-25 17:00:00,C54261,Laptop,4.0,1185.584074839361,423 Main St,Gift Card,Shipped,,Email,4.678453971012921,4742.336299357444
ORD000595,2023-01-25 18:00:00,C11542,Desk,3.0,227.62189985068437,797 Main St,Credit Card,Shipped,8.0,Email,3.1169533463084402,682.8656995520531
ORD000596,2023-01-25 19:00:00,C31677,Printer,3.0,970.614655772086,425 Main St,Online,Shipped,3.0,Referral,,2911.8439673162584
ORD000597,2023-01-25 20:00:00,C56732,Chair,2.0,229.5767387234353,724 Main St,Online,Delivered,7.0,Instagram,4.384984189048044,459.1534774468706
ORD000598,2023-01-25 21:00:00,C60343,Phone,2.0,152.27667450978703,924 Main St,Gift Card,Shipped,9.0,Facebook,1.9419775828980734,304.55334901957406
ORD000599,2023-01-25 22:00:00,C49081,Chair,1.0,1368.672780344521,264 Main St,Cash,Returned,8.0,Facebook,1.677866340778118,1368.672780344521
ORD000600,2023-01-25 23:00:00,C72856,Desk,3.0,325.68671116212323,672 Main St,Credit Card,Returned,3.0,Google,,977.0601334863698
ORD000601,2023-01-26 00:00:00,C98858,Laptop,2.0,1240.8127241115712,703 Main St,Cash,Delivered,2.0,Facebook,4.588533196984262,2481.6254482231425
ORD000602,2023-01-26 01:00:00,C29065,Printer,4.0,839.714763105347,897 Main St,Debit Card,Returned,7.0,Email,1.801468378972595,3358.859052421388
ORD000603,2023-01-26 02:00:00,C93460,Chair,2.0,162.89195343271592,554 Main St,Online,Shipped,7.0,Email,,325.78390686543185
ORD000604,2023-01-26 03:00:00,C98092,Chair,2.0,1435.3998775851978,252 Main St,Online,Shipped,9.0,Instagram,2.1432277043158043,2870.7997551703957
ORD000605,2023-01-26 04:00:00,C64693,Laptop,3.0,408.09369213824414,836 Main St,Cash,Shipped,5.0,Google,,1224.2810764147325
ORD000606,2023-01-26 05:00:00,C36962,Printer,3.0,1296.4857507612794,226 Main St,Credit Card,Delivered,4.0,Facebook,,3889.457252283838
ORD000607,2023-01-26 06:00:00,C38295,Phone,5.0,294.7745083876181,292 Main St,Online,Shipped,,Instagram,,1473.8725419380903
ORD000608,2023-01-26 07:00:00,C23807,Laptop,4.0,1288.2171791056867,726 Main St,Cash,Returned,4.0,Referral,,5152.868716422747
ORD000609,2023-01-26 08:00:00,C52348,Chair,3.0,69.18177871267628,873 Main St,Credit Card,Shipped,4.0,Referral,2.6305886186347873,207.54533613802883
ORD000610,2023-01-26 09:00:00,C36432,Phone,1.0,792.0816620257469,629 Main St,Cash,Shipped,2.0,Facebook,4.084587936434445,792.0816620257469
ORD000611,2023-01-26 10:00:00,C93285,Phone,4.0,1165.6917401612573,109 Main St,Credit Card,Pending,1.0,Facebook,2.7293517767507436,4662.766960645029
ORD000612,2023-01-26 11:00:00,C67854,Laptop,4.0,1405.4535003645358,191 Main St,Gift Card,Shipped,4.0,Facebook,4.70417107170419,5621.814001458143
ORD000613,2023-01-26 12:00:00,C50262,Chair,3.0,1368.3430974994062,238 Main St,Credit Card,Shipped,,Email,3.012872202980866,4105.029292498219
ORD000614,2023-01-26 13:00:00,C47080,Desk,,1238.4560608440852,580 Main St,Debit Card,Delivered,9.0,Facebook,2.3909394230544616,1238.4560608440852
ORD000615,2023-01-26 14:00:00,C11324,Chair,3.0,1337.8774570088908,548 Main St,Gift Card,Shipped,9.0,Referral,,4013.6323710266724
ORD000616,2023-01-26 15:00:00,C45909,Monitor,2.0,338.86854446376094,432 Main St,Cash,Shipped,1.0,Facebook,,677.7370889275219
ORD000617,2023-01-26 16:00:00,C99339,Printer,5.0,462.0672287820067,968 Main St,Gift Card,Shipped,,Google,1.9246994847521703,2310.3361439100336
ORD000618,2023-01-26 17:00:00,C29870,Tablet,2.0,469.00436113553485,439 Main St,Gift Card,Shipped,7.0,Referral,1.7108032591581317,938.0087222710697
ORD000619,2023-01-26 18:00:00,C44578,Desk,3.0,596.7281999524632,151 Main St,Cash,Returned,7.0,Google,4.980725303313303,1790.1845998573897
ORD000620,2023-01-26 19:00:00,C82124,Phone,3.0,620.3149720585236,806 Main St,Cash,Pending,6.0,Referral,4.011950772515396,1860.9449161755708
ORD000621,2023-01-26 20:00:00,C36790,Desk,2.0,839.6052207492795,565 Main St,Debit Card,Shipped,4.0,Instagram,2.634639189820723,1679.210441498559
ORD000622,2023-01-26 21:00:00,C35289,Printer,1.0,281.82565688134,817 Main St,Cash,Shipped,3.0,Referral,4.30545337140876,281.82565688134
ORD000623,2023-01-26 22:00:00,C65129,Phone,1.0,1052.3076624896844,898 Main St,Online,Shipped,9.0,Referral,3.18722451805794,1052.3076624896844
ORD000624,2023-01-26 23:00:00,C25485,Printer,1.0,292.9714819915344,574 Main St,Online,Returned,4.0,Google,2.26955829453309,292.9714819915344
ORD000625,2023-01-27 00:00:00,C54482,Phone,3.0,499.9472990515939,500 Main St,Debit Card,Shipped,8.0,Google,3.9735432349438375,1499.8418971547817
ORD000626,2023-01-27 01:00:00,C96188,Desk,4.0,779.8504393789234,538 Main St,Credit Card,Shipped,1.0,Referral,3.9835789555326073,3119.4017575156936
ORD000627,2023-01-27 02:00:00,C14748,Phone,3.0,1204.838814209042,977 Main St,Credit Card,Cancelled,7.0,Referral,3.00067691673654,3614.5164426271263
ORD000628,2023-01-27 03:00:00,C96769,Phone,4.0,1122.2303881961545,704 Main St,Online,Returned,6.0,Email,,4488.921552784618
ORD000629,2023-01-27 04:00:00,C19435,Monitor,2.0,986.0248167952573,920 Main St,Cash,Shipped,1.0,Instagram,1.3080899462946705,1972.0496335905145
ORD000630,2023-01-27 05:00:00,C13709,Chair,5.0,275.87122784124676,756 Main St,Debit Card,Shipped,4.0,Instagram,4.154997916005085,1379.3561392062338
ORD000631,2023-01-27 06:00:00,C40355,Chair,4.0,843.2157511425877,697 Main St,Credit Card,Shipped,,Facebook,,3372.8630045703508
ORD000632,2023-01-27 07:00:00,C65771,Tablet,1.0,176.7974276098339,608 Main St,Credit Card,Shipped,,Referral,3.713158994308729,176.7974276098339
ORD000633,2023-01-27 08:00:00,C67799,Tablet,3.0,597.1766063551436,252 Main St,Gift Card,Delivered,4.0,Referral,4.356274301670732,1791.5298190654307
ORD000634,2023-01-27 09:00:00,C23116,Monitor,2.0,649.5989689204408,613 Main St,Online,Delivered,,Referral,3.8779498814304483,1299.1979378408817
